uniprot_id1,jaspar_mat_id,mat_name,Gene_Symbols
P18412,MA0406,TEC1,NA
P18488,MA0219,ems,ems
P18494,MA0307,GLN3,NA
P18847,MA0605,ATF3,ATF3
P18848,MA0833,ATF4,ATF4
P18850,MA1466,ATF6,ATF6
P18911,MA0859,Rarg,Rarg
P18911,MA0859,Rarg,Rarg
P18911,MA0860,Rarg,Rarg
P18911,MA0860,Rarg,Rarg
P19091,MA0007,Ar,Ar
P19419,MA1933,ELK1::SREBF2,ELK1
P19419,MA1958,HOXD12::ELK1,ELK1
P19419,MA0028,ELK1,ELK1
P19419,MA1931,ELK1::HOXA1,ELK1
P19419,MA1932,ELK1::HOXB13,ELK1
P19419,MA1954,FOXO1::ELK1,ELK1
P19484,MA0692,TFEB,TFEB
P19532,MA0831,TFE3,NA
P19541,MA0362,RDS2,NA
P19622,MA0642,EN2,NA
P19793,MA1147,NR4A2::RXRA,RXRA
P19793,MA1147,NR4A2::RXRA,RXRA
P19793,MA1147,NR4A2::RXRA,RXRA
P19793,MA1147,NR4A2::RXRA,RXRA
P19793,MA1148,PPARA::RXRA,RXRA
P19793,MA1148,PPARA::RXRA,RXRA
P19793,MA1148,PPARA::RXRA,RXRA
P19793,MA1148,PPARA::RXRA,RXRA
P19793,MA1146,NR1H4::RXRA,RXRA
P19793,MA1146,NR1H4::RXRA,RXRA
P19793,MA1146,NR1H4::RXRA,RXRA
P19793,MA1146,NR1H4::RXRA,RXRA
P19793,MA0115,NR1H2::RXRA,RXRA
P19793,MA0115,NR1H2::RXRA,RXRA
P19793,MA0115,NR1H2::RXRA,RXRA
P19793,MA0115,NR1H2::RXRA,RXRA
P19838,MA0105,NFKB1,NFKB1
P19880,MA0415,YAP1,NA
P20009,MA0187,Dll,Dll
P20105,MA0026,Eip74EF,NA
P20134,MA0377,SFL1,NA
P20153,MA0016,usp,usp
P20153,MA0016,usp,usp
P20153,MA0534,EcR::usp,usp
P20153,MA0534,EcR::usp,usp
P20226,MA0108,TBP,TBP
P20263,MA0142,Pou5f1::Sox2,Pou5f1
P20264,MA0788,POU3F3,POU3F3
P20265,MA0787,POU3F2,POU3F2
P20385,MA0015,Cf2,Cf2
P20393,MA1531,NR1D1,NR1D1
P20482,MA0530,cnc::maf-S,cnc
P20719,MA0158,HOXA5,HOXA5
P20823,MA0046,HNF1A,HNF1A
P20824,MA1436,nuc-1,NA
P21190,MA0320,IME1,NA
P21192,MA0267,ACE2,NA
P21538,MA0363,REB1,NA
P21657,MA0290,DAL81,NA
P21705,MA0291,DAL82,NA
P21711,MA0621,mix-a,NA
P21957,MA0349,OPI1,NA
P22035,MA0278,BAS1,NA
P22149,MA0269,AFT1,NA
P22361,MA1991,Hnf1A,NA
P22415,MA0093,USF1,USF1
P22561,MA1627,Wt1,Wt1
P22605,MA0857,Rarb,Rarb
P22605,MA0857,Rarb,Rarb
P22605,MA0858,Rarb,Rarb
P22605,MA0858,Rarb,Rarb
P22711,MA0247,tin,tin
P22736,MA1112,NR4A1,NR4A1
P22807,MA0245,slou,slou
P22808,MA0253,vnd,vnd
P22809,MA0211,bap,bap
P22810,MA0234,oc,oc
P22813,MA1458,Hsf,Hsf
P22980,MA0545,hlh-1,NA
P23023,MA1836,dsx,dsx
P23409,MA0667,MYF6,MYF6
P23511,MA0060,NFYA,NFYA
P23758,MA0239,prd,Poxn
P23760,MA1546,PAX3,PAX3
P23760,MA1546,PAX3,PAX3
P23760,MA0780,PAX3,PAX3
P23760,MA0780,PAX3,PAX3
P23769,MA0036,GATA2,GATA2
P23772,MA0037,Gata3,NA
P23803,MA0454,odd,odd
P24468,MA1111,NR2F2,NR2F2
P24813,MA0279,CAD1,NA
P25032,MA0128,EmBP-1,NA
P25042,MA0371,ROX1,NA
P25208,MA0502,NFYB,NFYB
P25302,MA0401,SWI4,NA
P25364,MA0317,HCM1,NA
P25502,MA0358,PUT3,NA
P25611,MA0361,RDS1,NA
P26343,MA0289,DAL80,NA
P26367,MA0069,PAX6,PAX6
P26370,MA0410,UGA3,NA
P26798,MA0321,INO2,NA
P27540,MA0259,ARNT::HIF1A,ARNT
P27705,MA0337,MIG1,NA
P27782,MA0768,Lef1,NA
P28069,MA0784,POU1F1,NA
P28159,MA0085,Su(H),Su(H)
P28324,MA0076,ELK4,ELK4
P28347,MA0090,TEAD1,TEAD1
P28349,MA1435,nit-4,NA
P28356,MA0913,HOXD9,HOXD9
P28358,MA1506,HOXD10,HOXD10
P28360,MA0666,MSX1,NA
P28698,MA0056,MZF1,MZF1
P28700,MA0494,Nr1h3::Rxra,Rxra
P28700,MA0494,Nr1h3::Rxra,Rxra
P28700,MA0494,Nr1h3::Rxra,Rxra
P28700,MA0512,Rxra,Rxra
P28700,MA0512,Rxra,Rxra
P28700,MA0512,Rxra,Rxra
P28700,MA0065,Pparg::Rxra,Rxra
P28700,MA0065,Pparg::Rxra,Rxra
P28700,MA0065,Pparg::Rxra,Rxra
P28702,MA1555,RXRB,RXRB
P28702,MA1555,RXRB,RXRB
P28702,MA0855,RXRB,RXRB
P28702,MA0855,RXRB,RXRB
P29381,MA0585,AGL1,NA
P29382,MA0584,SEP1,NA
P29383,MA0001,AGL3,NA
P29386,MA1205,AGL6,NA
P29555,MA0206,abd-A,abd-A
P29673,MA0209,ap,ap
P29776,MA0916,Ets21C,Ets21C
P30052,MA0243,sd,sd
P30561,MA0006,Ahr::Arnt,Ahr
P31249,MA0912,HOXD3,HOXD3
P31260,MA0899,HOXA10,HOXA10
P31264,MA0238,pb,pb
P31267,MA1497,HOXA6,HOXA6
P31268,MA1498,HOXA7,NA
P31269,MA0594,HOXA9,HOXA9
P31270,MA0911,Hoxa11,HOXA11
P31273,MA1505,HOXC8,HOXC8
P31274,MA0485,HOXC9,HOXC9
P31275,MA0906,HOXC12,HOXC12
P31276,MA0907,HOXC13,HOXC13
P31277,MA0908,HOXD11,HOXD11
P31368,MA0197,nub,nub
P32030,MA0458,slp1,slp1
P32242,MA0711,OTX1,OTX1
P32243,MA0712,OTX2,OTX2
P32338,MA0370,RME1,NA
P32389,MA0335,MET4,NA
P32432,MA0378,SFP1,NA
P32519,MA0473,ELF1,ELF1
P32519,MA1952,FOXJ2::ELF1,ELF1
P32519,MA1953,FOXO1::ELF1,ELF1
P32862,MA0367,RGT1,NA
P33122,MA0409,TYE7,NA
P33200,MA0353,PDR3,NA
P33242,MA1540,NR5A1,NA
P33400,MA0368,RIM101,NA
P33417,MA0323,IXR1,NA
P33748,MA0341,MSN2,NA
P33749,MA0342,MSN4,NA
P34161,MA0433,YOX1,NA
P34219,MA0350,TOD6,NA
P34233,MA0276,ASH1,NA
P34707,MA0547,skn-1,NA
P34766,MA0924,pal-1,NA
P34909,MA0379,MOT2,NA
P35192,MA0326,MAC1,NA
P35210,MA0388,SPT23,NA
P35398,MA0071,RORA,RORA
P35398,MA0071,RORA,RORA
P35398,MA0072,RORA,RORA
P35398,MA0072,RORA,RORA
P35452,MA0873,HOXD12,HOXD12
P35548,MA0708,MSX2,NA
P35631,MA0940,AP1,NA
P35632,MA0556,AP3,NA
P35680,MA0153,HNF1B,HNF1B
P35710,MA0087,Sox5,NA
P35713,MA1563,SOX18,NA
P35789,MA1721,ZNF93,ZNF93
P35995,MA0428,YKL222C,NA
P36093,MA0355,PHD1,NA
P36402,MA0769,TCF7,TCF7
P36508,MA1716,ZNF76,ZNF76
P36956,MA0829,SREBF1,SREBF1
P36956,MA0829,SREBF1,SREBF1
P36956,MA0595,SREBF1,SREBF1
P36956,MA0595,SREBF1,SREBF1
P37231,MA0066,PPARG,PPARG
P37275,MA0103,ZEB1,ZEB1
P38073,MA0294,EDS1,NA
P38114,MA0404,TBS1,NA
P38140,MA0420,ERT1,NA
P38141,MA0407,THI2,NA
P38165,MA0376,RTG3,NA
P38344,MA0364,REI1,NA
P38564,MA0053,MNB1A,NA
P38699,MA0392,STB5,NA
P38704,MA0395,STP2,NA
P38749,MA0416,YAP3,NA
P38781,MA0375,RSC30,NA
P38830,MA0343,NDT80,NA
P38889,MA0381,SKN7,NA
P39001,MA0412,UME6,NA
P39113,MA0280,CAT8,NA
P39521,MA0295,FHL1,NA
P39572,MA0447,gt,gt
P39678,MA0329,MBP1,NA
P39720,MA0348,OAF1,NA
P39768,MA0456,opa,opa
P39880,MA0754,CUX1,NA
P39943,MA0339,MIG3,NA
P39956,MA0372,RPH1,NA
P39959,MA0423,YER130C,NA
P39961,MA0424,YER184C,NA
P40059,MA0351,DOT6,NA
P40424,MA0070,PBX1,PBX1
P40425,MA1113,PBX2,PBX2
P40426,MA1114,PBX3,PBX3
P40427,MA0222,exd,exd
P40466,MA0296,FKH1,NA
P40467,MA0275,ASG1,NA
P40489,MA0414,XBP1,NA
P40535,MA0286,CST6,NA
P40569,MA0302,GAT4,NA
P40573,MA0332,MET28,NA
P40574,MA0417,YAP5,NA
P40645,MA0515,Sox6,Sox6
P40763,MA0144,STAT3,STAT3
P40764,MA0885,Dlx2,NA
P40917,MA0284,CIN5,NA
P40969,MA0282,CEP3,NA
P40971,MA0325,LYS14,NA
P41161,MA1945,ETV5::FIGLA,NA
P41161,MA1946,ETV5::FOXI1,NA
P41161,MA1947,ETV5::FOXO1,NA
P41161,MA0765,ETV5,NA
P41162,MA0763,ETV3,ETV3
P41182,MA0463,BCL6,BCL6
P41212,MA0645,ETV6,ETV6
P41235,MA1494,HNF4A,HNF4A
P41235,MA1494,HNF4A,HNF4A
P41235,MA0114,HNF4A,HNF4A
P41235,MA0114,HNF4A,HNF4A
P41546,MA0310,HAC1,NA
P41696,MA0277,AZF1,NA
P41813,MA0297,FKH2,NA
P41817,MA0288,CUP9,NA
P41829,MA1451,nhr-6,NA
P41936,MA0264,ceh-22,NA
P41970,MA1955,FOXO1::ELK3,NA
P41970,MA0759,ELK3,NA
P42003,MA0535,Mad,Mad
P42224,MA0137,STAT1,STAT1
P42224,MA0137,STAT1,STAT1
P42224,MA0517,STAT1::STAT2,STAT1
P42224,MA0517,STAT1::STAT2,STAT1
P42228,MA0518,Stat4,Stat4
P42230,MA0519,Stat5a::Stat5b,Stat5a
P42230,MA0519,Stat5a::Stat5b,Stat5a
P42230,MA1624,Stat5a,Stat5a
P42230,MA1624,Stat5a,Stat5a
P42232,MA1625,Stat5b,Stat5b
P42581,MA0898,Hmx3,Hmx3
P42736,MA1051,RAP2-3,NA
P42775,MA1672,GBF2,NA
P42776,MA1351,GBF3,NA
P42944,MA0309,GZF3,NA
P42950,MA0308,GSM1,NA
P43136,MA0677,Nr2f6,Nr2f6
P43136,MA0677,Nr2f6,Nr2f6
P43136,MA0728,Nr2F6,Nr2f6
P43136,MA0728,Nr2F6,Nr2f6
P43268,MA0764,ETV4,NA
P43273,MA1068,TGA2,NA
P43354,MA0160,NR4A2,NA
P43574,MA0300,GAT1,NA
P43634,MA0283,CHA4,NA
P43687,MA0897,Hmx2,Hmx2
P43694,MA0482,GATA4,GATA4
P45448,MA0505,Nr5A2,NA
P45897,MA0925,sma-4,NA
P46505,MA1704,zip-8,NA
P46600,MA1024,HAT1,NA
P46601,MA1198,HAT2,NA
P46604,MA1210,HAT22,NA
P46667,MA0110,ATHB-5,NA
P46668,MA0953,ATHB-6,NA
P46676,MA0398,SUM1,NA
P46684,MA1628,Zic1::Zic2,Zic1
P46897,MA0954,ATHB-7,NA
P46954,MA0380,SIP4,NA
P46974,MA0441,ZMS1,NA
P47043,MA0440,ZAP1,NA
P47239,MA0680,Pax7,NA
P47806,MA1990,Gli1,NA
P47902,MA0878,CDX1,NA
P47988,MA0405,TEA1,NA
P48007,MA0559,PI,NA
P48281,MA0693,Vdr,NA
P48378,MA0600,RFX2,RFX2
P48380,MA0798,RFX3,NA
P48382,MA0510,RFX5,RFX5
P48431,MA0143,SOX2,SOX2
P48436,MA0077,SOX9,SOX9
P48443,MA0856,RXRG,RXRG
P48443,MA0856,RXRG,RXRG
P48443,MA1556,RXRG,RXRG
P48443,MA1556,RXRG,RXRG
P48743,MA0365,RFX1,NA
P48743,MA0509,RFX1,NA
P48985,MA1467,Atoh1,Atoh1
P48985,MA0461,Atoh1,Atoh1
P48996,MA0540,dpy-27,NA
P49116,MA1536,NR2C2,NR2C2
P49116,MA1536,NR2C2,NR2C2
P49116,MA0504,NR2C2,NR2C2
P49116,MA0504,NR2C2,NR2C2
P49335,MA0789,POU3F4,POU3F4
P49639,MA1495,HOXA1,HOXA1
P49640,MA1960,MGA::EVX1,EVX1
P49640,MA0887,EVX1,EVX1
P49711,MA1929,CTCF,CTCF
P49711,MA0139,CTCF,CTCF
P49711,MA1930,CTCF,CTCF
P49715,MA0102,CEBPA,CEBPA
P49716,MA0836,CEBPD,CEBPD
P50104,MA0391,STB4,NA
P50219,MA0707,MNX1,NA
P50220,MA1994,Nkx2-1,NA
P50221,MA0661,MEOX1,MEOX1
P50458,MA0700,LHX2,LHX2
P50481,MA0135,Lhx3,Lhx3
P50535,MA1842,msl-1,msl-1
P50539,MA1108,MXI1,MXI1
P50548,MA1939,ERF::SREBF2,ERF
P50548,MA0760,ERF,ERF
P50548,MA1935,ERF::FOXI1,ERF
P50548,MA1936,ERF::FOXO1,ERF
P50548,MA1934,ERF::FIGLA,ERF
P50548,MA1938,ERF::NHLH1,ERF
P50548,MA1937,ERF::HOXB13,ERF
P50549,MA1966,TFAP4::ETV1,ETV1
P50549,MA0761,ETV1,ETV1
P50553,MA1631,ASCL1,ASCL1
P50553,MA1631,ASCL1,ASCL1
P50553,MA1100,ASCL1,ASCL1
P50553,MA1100,ASCL1,ASCL1
P51449,MA1151,RORC,RORC
P51521,MA0126,ovo,ovo
P51815,MA1601,ZNF75D,NA
P52633,MA0520,Stat6,Stat6
P52737,MA1588,ZNF136,ZNF136
P52738,MA1589,ZNF140,ZNF140
P52742,MA1587,ZNF135,ZNF135
P52747,MA0088,ZNF143,ZNF143
P52945,MA0132,PDX1,PDX1
P52951,MA0890,GBX2,GBX2
P52952,MA0063,NKX2-5,NKX2-5
P52954,MA0618,LBX1,LBX1
P53032,MA0399,SUT1,NA
P53035,MA0338,MIG2,NA
P53050,MA0336,MGA1,NA
P53127,MA0384,SNT2,NA
P53147,MA0408,TOS8,NA
P53243,MA0425,YGR067C,NA
P53438,MA0385,SOK2,NA
P53567,MA1636,CEBPG,CEBPG
P53567,MA1636,CEBPG,CEBPG
P53567,MA0838,CEBPG,CEBPG
P53567,MA0838,CEBPG,CEBPG
P53749,MA0432,YNR063W,NA
P53762,MA0004,Arnt,Arnt
P53776,MA0704,Lhx4,Lhx4
P53783,MA0870,Sox1,Sox1
P53784,MA0514,Sox3,NA
P53968,MA0285,CRZ1,NA
P54269,MA0217,caup,caup
P54366,MA0190,Gsc,Gsc
P54785,MA0340,MOT3,NA
P54821,MA0716,PRRX1,PRRX1
P54841,MA0117,Mafb,Mafb
P54845,MA0842,NRL,NRL
P55316,MA0613,FOXG1,FOXG1
P55317,MA0148,FOXA1,FOXA1
P55318,MA1683,FOXA3,FOXA3
P55347,MA0782,PKNOX1,PKNOX1
P55771,MA0781,PAX9,PAX9
P56177,MA0879,DLX1,NA
P56179,MA0882,DLX6,DLX6
P56270,MA1522,MAZ,MAZ
P56672,MA0236,otp,otp
P56693,MA0442,SOX10,SOX10
P56721,MA1841,kn,kn
P56915,MA0648,GSC,GSC
P57073,MA0868,SOX8,SOX8
P57082,MA0806,TBX4,TBX4
P57682,MA1516,KLF3,KLF3
P58304,MA0726,VSX2,VSX2
P61244,MA0058,MAX,MAX
P61296,MA1638,HAND2,HAND2
P61372,MA1608,Isl1,Isl1
P61827,MA1226,DREB2G,NA
P62509,MA0643,Esrrg,Esrrg
P63006,MA1518,Lhx1,NA
P68350,MA1279,DOF1.5,NA
P69781,MA1015,GATA12,NA
P70217,MA0909,Hoxd13,NA
P70327,MA1567,Tbx6,NA
P70354,MA0709,Msx3,Msx3
P70390,MA0720,Shox2,Shox2
P70396,MA1476,Dlx5,NA
P70436,MA0881,Dlx4,Dlx4
P78337,MA0682,PITX1,PITX1
P78424,MA0793,POU6F2,POU6F2
P78426,MA0674,NKX6-1,NKX6-1
P78545,MA0640,ELF3,ELF3
P78871,MA1431,rst2,NA
P81269,MA0604,Atf1,Atf1
P81270,MA0474,Erg,NA
P82280,MA1797,RAV2,NA
P83949,MA0094,Ubx,Ubx
P84022,MA0795,SMAD3,SMAD3
P85037,MA0852,FOXK1,FOXK1
P91626,MA0232,lbl,NA
P91868,MA0544,snpc-4,NA
P92948,MA0579,CDC5,NA
P92953,MA1406,ATHB-4,NA
P92973,MA0972,CCA1,NA
P93007,MA1245,ERF112,NA
P93015,MA0577,SPL3,NA
P93024,MA0943,ARF5,NA
P93835,MA1669,DREB1B,NA
P97302,MA0591,Bach1::Mafk,Bach1
P97436,MA0124,Nkx3-1,Nkx3-1
P97460,MA0626,Npas2,Npas2
P97471,MA1153,Smad4,Smad4
P97503,MA0122,Nkx3-2,Nkx3-2
P98177,MA0848,FOXO4,FOXO4
Q00056,MA1496,HOXA4,HOXA4
Q00453,MA0366,RGM1,NA
Q00613,MA0486,HSF1,HSF1
Q00653,MA0778,NFKB2,NFKB2
Q00899,MA0095,Yy1,NA
Q00947,MA0394,STP1,NA
Q00958,MA0590,LFY,NA
Q00978,MA0653,IRF9,IRF9
Q01094,MA0024,E2F1,E2F1
Q01101,MA0155,INSM1,INSM1
Q01167,MA1103,FOXK2,FOXK2
Q01196,MA0002,Runx1,RUNX1
Q01201,MA1117,RELB,RELB
Q01295,MA0010,br,NA
Q01295,MA0011,br,NA
Q01295,MA0012,br,NA
Q01371,MA1437,wc-1,NA
Q01543,MA1956,FOXO1::FLI1,FLI1
Q01543,MA1967,TFAP4::FLI1,FLI1
Q01543,MA0475,FLI1,FLI1
Q01543,MA1950,FLI1::FOXI1,FLI1
Q01593,MA0564,ABI3,NA
Q01664,MA1570,TFAP4,TFAP4
Q01664,MA1570,TFAP4,TFAP4
Q01664,MA0691,TFAP4,TFAP4
Q01664,MA0691,TFAP4,TFAP4
Q01722,MA0305,GCR2,NA
Q01826,MA1963,SATB1,NA
Q01851,MA0790,POU4F1,POU4F1
Q01860,MA1115,POU5F1,POU5F1
Q01892,MA0081,SPIB,SPIB
Q02078,MA0052,MEF2A,MEF2A
Q02080,MA0660,MEF2B,MEF2B
Q02086,MA0516,SP2,NA
Q02100,MA0382,SKO1,NA
Q02283,MA0008,HAT5,NA
Q02446,MA0685,SP4,NA
Q02447,MA0746,SP3,SP3
Q02457,MA0403,TBF1,NA
Q02486,MA0266,ABF2,NA
Q02516,MA0316,HAP5,NA
Q02548,MA0014,PAX5,PAX5
Q02556,MA0652,IRF8,IRF8
Q02575,MA0048,NHLH1,NHLH1
Q02577,MA1529,NHLH2,NHLH2
Q02637,MA0244,slbo,slbo
Q02710,MA0293,ECM23,NA
Q02962,MA0067,PAX2,NA
Q02994,MA0054,myb.Ph3,NA
Q03052,MA0786,POU3F1,POU3F1
Q03060,MA0609,CREM,CREM
Q03081,MA0333,MET31,NA
Q03125,MA0347,NRG1,NA
Q03181,MA1550,PPARD,PPARD
Q03372,MA0188,Dr,Dr
Q03435,MA0344,NHP10,NA
Q03465,MA0373,RPN4,NA
Q03828,MA0888,EVX2,EVX2
Q03833,MA0306,GIS1,NA
Q03923,MA1720,ZNF85,ZNF85
Q03933,MA0770,HSF2,HSF2
Q03935,MA0418,YAP6,NA
Q04052,MA0273,ARO80,NA
Q04116,MA0426,YHP1,NA
Q04206,MA0107,RELA,RELA
Q04411,MA0422,URC2,NA
Q04545,MA0431,TDA9,NA
Q04741,MA0612,EMX1,EMX1
Q04743,MA0886,EMX2,EMX2
Q04787,MA0214,bsh,bsh
Q04864,MA0101,REL,REL
Q05066,MA0084,SRY,SRY
Q05215,MA0733,EGR4,EGR4
Q05854,MA0430,YLR278C,NA
Q05925,MA0027,EN1,EN1
Q05937,MA0396,STP3,NA
Q05958,MA0292,ECM22,NA
Q05BX2,MA0773,MEF2D,NA
Q06149,MA0354,PDR8,NA
Q06330,MA1116,RBPJ,RBPJ
Q06413,MA0497,MEF2C,MEF2C
Q06416,MA0792,POU5F1B,POU5F1B
Q06453,MA0208,al,al
Q06546,MA0062,GABPA,GABPA
Q06595,MA0437,YPR196W,NA
Q06596,MA0274,ARR1,NA
Q06639,MA0374,RSC3,NA
Q06889,MA0732,EGR3,EGR3
Q06945,MA0867,SOX4,SOX4
Q07351,MA0397,STP4,NA
Q07928,MA0301,GAT3,NA
Q08182,MA0419,YAP7,NA
Q08605,MA0205,Trl,Trl
Q08904,MA0360,RDR1,NA
Q08957,MA0270,AFT2,NA
Q0JXE7,MA1359,BPE,NA
Q0VGE8,MA1719,ZNF816,ZNF816
Q0VGT2,MA0734,Gli2,NA
Q0WV12,MA1375,ANL2,NA
Q10586,MA0639,DBP,DBP
Q10587,MA0843,TEF,TEF
Q10655,MA1701,elt-2,NA
Q12041,MA0334,MET32,NA
Q12132,MA0413,USV1,NA
Q12139,MA0436,YPR022C,NA
Q12145,MA0434,YPR013C,NA
Q12151,MA0411,UPC2,NA
Q12172,MA0439,YRR1,NA
Q12180,MA0311,HAL9,NA
Q12224,MA0369,RLM1,NA
Q12244,MA0429,YLL054C,NA
Q12286,MA0400,SUT2,NA
Q12340,MA0438,YRM1,NA
Q12427,MA0390,STB3,NA
Q12457,MA0421,NSI1,NA
Q12531,MA0435,YPR015C,NA
Q12772,MA0828,SREBF2,SREBF2
Q12772,MA0596,SREBF2,SREBF2
Q12800,MA1968,TFCP2,NA
Q12837,MA0683,POU4F2,POU4F2
Q12857,MA0670,NFIA,NA
Q12947,MA0030,FOXF2,FOXF2
Q12948,MA0032,FOXC1,FOXC1
Q12951,MA0042,FOXI1,FOXI1
Q12951,MA1942,ETV2::FOXI1,FOXI1
Q12952,MA0033,FOXL1,FOXL1
Q12968,MA0625,NFATC3,NA
Q13118,MA1511,KLF10,NA
Q13127,MA0138,REST,REST
Q13207,MA0688,TBX2,TBX2
Q13351,MA0493,KLF1,NA
Q13398,MA1974,ZNF211,NA
Q13422,MA1508,IKZF1,IKZF1
Q13516,MA0678,OLIG2,OLIG2
Q13516,MA1997,Olig2,OLIG2
Q13562,MA1109,NEUROD1,NEUROD1
Q13568,MA1420,IRF5,IRF5
Q13761,MA0684,RUNX3,RUNX3
Q13886,MA1107,KLF9,KLF9
Q13887,MA0599,KLF5,KLF5
Q13950,MA0511,RUNX2,RUNX2
Q13952,MA1644,NFYC,NFYC
Q14119,MA1578,VEZF1,VEZF1
Q14186,MA1122,TFDP1,TFDP1
Q14209,MA0864,E2F2,E2F2
Q14469,MA1099,HES1,HES1
Q14494,MA0089,MAFG::NFE2L1,NFE2L1
Q14541,MA0484,HNF4G,HNF4G
Q14549,MA0889,GBX1,GBX1
Q14592,MA1596,ZNF460,ZNF460
Q14653,MA1418,IRF3,IRF3
Q14863,MA0628,POU6F1,POU6F1
Q14863,MA0628,POU6F1,POU6F1
Q14863,MA1549,POU6F1,POU6F1
Q14863,MA1549,POU6F1,POU6F1
Q14872,MA0863,MTF1,MTF1
Q14934,MA1525,NFATC4,NA
Q14938,MA0671,NFIX,NFIX
Q14938,MA0671,NFIX,NFIX
Q14938,MA1528,NFIX,NFIX
Q14938,MA1528,NFIX,NFIX
Q14994,MA1534,NR1I3,NR1I3
Q14995,MA1532,NR1D2,NA
Q15306,MA1419,IRF4,IRF4
Q15319,MA0791,POU4F3,POU4F3
Q15406,MA1541,NR6A1,NR6A1
Q15475,MA1118,SIX1,SIX1
Q15561,MA0809,TEAD4,TEAD4
Q15562,MA1121,TEAD2,TEAD2
Q15583,MA0796,TGIF1,TGIF1
Q15672,MA1123,TWIST1,TWIST1
Q15723,MA1483,ELF2,NA
Q15744,MA0837,CEBPE,NA
Q15796,MA1964,SMAD2,NA
Q15853,MA0526,USF2,NA
Q15915,MA0696,ZIC1,ZIC1
Q15916,MA1581,ZBTB6,ZBTB6
Q16254,MA0470,E2F4,E2F4
Q16520,MA1634,BATF,BATF
Q16534,MA0043,HLF,HLF
Q16621,MA0841,NFE2,NFE2
Q16649,MA0025,NFIL3,NFIL3
Q16650,MA0802,TBR1,TBR1
Q16665,MA1106,HIF1A,HIF1A
Q16676,MA0031,FOXD1,FOXD1
Q17381,MA0546,pha-4,NA
Q18909,MA1444,cebp-1,NA
Q19720,MA1699,ceh-38,NA
Q1ECI2,MA1259,ERF023,NA
Q1ECI2,MA2012,ERF023,NA
Q1PDN3,MA1760,HSFA6A,NA
Q1PF17,MA1361,bHLH18,NA
Q1PFR7,MA0581,LEC2,NA
Q1RLB9,MA1844,Atbf,NA
Q21446,MA0261,lin-14,NA
Q24040,MA0242,Bgb::run,Bgb
Q24151,MA0532,Stat92E,Stat92E
Q24180,MA0185,Deaf1,Deaf1
Q24206,MA0013,br,br
Q24217,MA1702,Pdp1,NA
Q24248,MA0210,ara,ara
Q24255,MA0168,B-H1,B-H1
Q24256,MA0169,B-H2,B-H2
Q24266,MA0443,btd,btd
Q24477,MA0240,repo,NA
Q24533,MA0445,D,D
Q24JK1,MA2030,MYB96,NA
Q27350,MA0246,so,so
Q27403,MA1840,gcm,gcm
Q2M1V0,MA0654,ISX,ISX
Q2VPU4,MA0622,Mlxip,Mlxip
Q33E94,MA0799,RFX4,NA
Q38742,MA0082,squamosa,NA
Q38837,MA1204,AGL13,NA
Q38847,MA0548,AGL15,NA
Q38914,MA0571,ANT,NA
Q38Q39,MA1227,ERF027,NA
Q38Q40,MA1261,ERF122,NA
Q39013,MA2015,NAC002,NA
Q39088,MA1278,DOF3.4,NA
Q39117,MA1208,GT-2,NA
Q39127,MA1220,TINY,NA
Q39140,MA1069,TGA6,NA
Q39162,MA1335,TGA4,NA
Q39163,MA1047,TGA5,NA
Q39204,MA0566,MYC2,NA
Q39234,MA1336,TGA3,NA
Q39237,MA0588,TGA1,NA
Q3C1V8,MA0876,BSX,BSX
Q3KNT2,MA0762,ETV2,NA
Q3KNT2,MA1941,ETV2::FIGLA,NA
Q3KNT2,MA1943,ETV2::HOXB13,NA
Q3KNW1,MA1559,SNAI3,SNAI3
Q3MIS6,MA1597,ZNF528,ZNF528
Q3U108,MA0602,Arid5a,Arid5a
Q3UNW5,MA0145,Tfcp2l1,Tfcp2l1
Q41800,MA0020,Dof2,NA
Q41801,MA0021,Dof3,NA
Q42575,MA1179,MYB1,NA
Q4H2N1,MA1926,Usf,NA
Q4H2P3,MA1924,Tlx,NA
Q4H2R8,MA1918,SoxF,NA
Q4H2S1,MA1917,SoxC,NA
Q4H2S2,MA1916,SoxB2,NA
Q4H2S3,MA1915,SoxB1,NA
Q4H2S7,MA1914,Snail,NA
Q4H2T2,MA1913,small-Maf,NA
Q4H2V9,MA1911,Rel,NA
Q4H2X0,MA1909,Prop,NA
Q4H303,MA1908,Otx,NA
Q4H304,MA1907,Otp,NA
Q4H338,MA1905,Nkx3,NA
Q4H348,MA1902,NFkb,NA
Q4H364,MA1900,Mnx,NA
Q4H369,MA1899,Mitf,NA
Q4H376,MA1897,Max,NA
Q4H389,MA1896,Lmx-b,NA
Q4H394,MA1894,large-Maf,NA
Q4H3C5,MA1886,Hox5,NA
Q4H3C6,MA1885,Hox4,NA
Q4H3C7,MA1884,Hox3,NA
Q4H3D2,MA1883,Hox1,NA
Q4H3D7,MA1882,Hnf1,NA
Q4H3E4,MA1880,Hey,NA
Q4H3E5,MA1879,Hex,NA
Q4H3E7,MA1876,Gsx,NA
Q4H3F6,MA1874,GATA-a,NA
Q4H3H5,MA1873,FoxQ,NA
Q4H3H7,MA1872,FoxO,NA
Q4H3I0,MA1871,FoxM,NA
Q4H3I1,MA1870,FoxL2,NA
Q4H3I2,MA1869,FoxK,NA
Q4H3I4,MA1868,FoxI-c,NA
