uniprot_id1,jaspar_mat_id,mat_name,Gene_Symbols
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
NA,MA1376,DEAR3,NA
